video_id,youtube_url
A_vM7HR6ES0,https://www.youtube.com/watch?v=A_vM7HR6ES0
AaAI0nM7mg8,https://www.youtube.com/watch?v=AaAI0nM7mg8
AcPq-jlwF1Y,https://www.youtube.com/watch?v=AcPq-jlwF1Y
Ada8BhAvd0I,https://www.youtube.com/watch?v=Ada8BhAvd0I
Afd0GobMMXc,https://www.youtube.com/watch?v=Afd0GobMMXc
AqHf-ajYde8,https://www.youtube.com/watch?v=AqHf-ajYde8
AtXbnGVQURI,https://www.youtube.com/watch?v=AtXbnGVQURI
AvhkpBfF9qc,https://www.youtube.com/watch?v=AvhkpBfF9qc
Ax8T7ZJpaxo,https://www.youtube.com/watch?v=Ax8T7ZJpaxo
AxVmcPyGhVE,https://www.youtube.com/watch?v=AxVmcPyGhVE
AzD83pTd38E,https://www.youtube.com/watch?v=AzD83pTd38E
B0mp8A2CwIw,https://www.youtube.com/watch?v=B0mp8A2CwIw
B33MZ4AmtwY,https://www.youtube.com/watch?v=B33MZ4AmtwY
B5hbaTGbyUk,https://www.youtube.com/watch?v=B5hbaTGbyUk
BDvCC1TqhME,https://www.youtube.com/watch?v=BDvCC1TqhME
BHLasI0xL1o,https://www.youtube.com/watch?v=BHLasI0xL1o
BIxL_VThMNk,https://www.youtube.com/watch?v=BIxL_VThMNk
BJY9oviF4uQ,https://www.youtube.com/watch?v=BJY9oviF4uQ
BJrXMwNM58g,https://www.youtube.com/watch?v=BJrXMwNM58g
BPSDM-K6vEE,https://www.youtube.com/watch?v=BPSDM-K6vEE
BQCtepBaUtQ,https://www.youtube.com/watch?v=BQCtepBaUtQ
BRaTjnoRpdg,https://www.youtube.com/watch?v=BRaTjnoRpdg
BU0YHWbsjZA,https://www.youtube.com/watch?v=BU0YHWbsjZA
BUJlIShyojw,https://www.youtube.com/watch?v=BUJlIShyojw
BbrvxbscaGk,https://www.youtube.com/watch?v=BbrvxbscaGk
BfiNNo7CAJU,https://www.youtube.com/watch?v=BfiNNo7CAJU
BiiDNrBSwew,https://www.youtube.com/watch?v=BiiDNrBSwew
BjzAFuOnQ70,https://www.youtube.com/watch?v=BjzAFuOnQ70
Bo0Ra8O5EOA,https://www.youtube.com/watch?v=Bo0Ra8O5EOA
BwfFDR1B5Lw,https://www.youtube.com/watch?v=BwfFDR1B5Lw
C0kSXKNUM1U,https://www.youtube.com/watch?v=C0kSXKNUM1U
C6umfXTYwWA,https://www.youtube.com/watch?v=C6umfXTYwWA
CC4P12E7Dic,https://www.youtube.com/watch?v=CC4P12E7Dic
CF13xsoeQPs,https://www.youtube.com/watch?v=CF13xsoeQPs
CXh1WelOLYc,https://www.youtube.com/watch?v=CXh1WelOLYc
CXse72HeG6k,https://www.youtube.com/watch?v=CXse72HeG6k
ChjLDeN88sY,https://www.youtube.com/watch?v=ChjLDeN88sY
CvdQbExv0q0,https://www.youtube.com/watch?v=CvdQbExv0q0
CzNineSSiV8,https://www.youtube.com/watch?v=CzNineSSiV8
CzbG247Nhhs,https://www.youtube.com/watch?v=CzbG247Nhhs
D-Nq97GeTmY,https://www.youtube.com/watch?v=D-Nq97GeTmY
D3r_szyZXXw,https://www.youtube.com/watch?v=D3r_szyZXXw
D54GZSEGIFQ,https://www.youtube.com/watch?v=D54GZSEGIFQ
D6aj8f5YNnc,https://www.youtube.com/watch?v=D6aj8f5YNnc
DAdUVv-wzrc,https://www.youtube.com/watch?v=DAdUVv-wzrc
DCKBYiKs62s,https://www.youtube.com/watch?v=DCKBYiKs62s
DH4Q90iWWAY,https://www.youtube.com/watch?v=DH4Q90iWWAY
DNNs_O9da8A,https://www.youtube.com/watch?v=DNNs_O9da8A
DPc8irpOSIc,https://www.youtube.com/watch?v=DPc8irpOSIc
DQ3FZYjcyVg,https://www.youtube.com/watch?v=DQ3FZYjcyVg
DTzFGx9Z66c,https://www.youtube.com/watch?v=DTzFGx9Z66c
DUEAfs1B_iM,https://www.youtube.com/watch?v=DUEAfs1B_iM
DWN8LkcJOV0,https://www.youtube.com/watch?v=DWN8LkcJOV0
DaQ3zp8bg5o,https://www.youtube.com/watch?v=DaQ3zp8bg5o
DeJ4fa5CAhQ,https://www.youtube.com/watch?v=DeJ4fa5CAhQ
Dg-Pn7Ga-8s,https://www.youtube.com/watch?v=Dg-Pn7Ga-8s
DiR2VWLO8mY,https://www.youtube.com/watch?v=DiR2VWLO8mY
DiykNPw99gI,https://www.youtube.com/watch?v=DiykNPw99gI
DqZKWkxaFd0,https://www.youtube.com/watch?v=DqZKWkxaFd0
DsU8Rc1wU84,https://www.youtube.com/watch?v=DsU8Rc1wU84
Dul848LMqC4,https://www.youtube.com/watch?v=Dul848LMqC4
E1gPF_vQNCE,https://www.youtube.com/watch?v=E1gPF_vQNCE
E3OHshJ5f_w,https://www.youtube.com/watch?v=E3OHshJ5f_w
E70d6w_Q7Us,https://www.youtube.com/watch?v=E70d6w_Q7Us
EDkR6PvPRW0,https://www.youtube.com/watch?v=EDkR6PvPRW0
EFFxdcA_5Rk,https://www.youtube.com/watch?v=EFFxdcA_5Rk
ERBBYXssDbI,https://www.youtube.com/watch?v=ERBBYXssDbI
ET2c6ff7fHk,https://www.youtube.com/watch?v=ET2c6ff7fHk
ET7F_ncMQPc,https://www.youtube.com/watch?v=ET7F_ncMQPc
E_S3hWPl4_E,https://www.youtube.com/watch?v=E_S3hWPl4_E
EbDaGaoKzvs,https://www.youtube.com/watch?v=EbDaGaoKzvs
EbQOVrmvoC4,https://www.youtube.com/watch?v=EbQOVrmvoC4
Ec5nIUAY344,https://www.youtube.com/watch?v=Ec5nIUAY344
Ee0yVQDlgNk,https://www.youtube.com/watch?v=Ee0yVQDlgNk
EjOY_BzCRP8,https://www.youtube.com/watch?v=EjOY_BzCRP8
EnlsNxQXX4w,https://www.youtube.com/watch?v=EnlsNxQXX4w
EpqporKxU84,https://www.youtube.com/watch?v=EpqporKxU84
Eux_joHcmcY,https://www.youtube.com/watch?v=Eux_joHcmcY
F-ZfPb63Go0,https://www.youtube.com/watch?v=F-ZfPb63Go0
F2xb7FjyK3M,https://www.youtube.com/watch?v=F2xb7FjyK3M
F9n9cylNfQk,https://www.youtube.com/watch?v=F9n9cylNfQk
FBb8_G8W9bQ,https://www.youtube.com/watch?v=FBb8_G8W9bQ
FCUKXWCkdhM,https://www.youtube.com/watch?v=FCUKXWCkdhM
FOjSapwjrGA,https://www.youtube.com/watch?v=FOjSapwjrGA
FVaYV1QDnIs,https://www.youtube.com/watch?v=FVaYV1QDnIs
FXIjVE9voaE,https://www.youtube.com/watch?v=FXIjVE9voaE
FhGwM9QftSU,https://www.youtube.com/watch?v=FhGwM9QftSU
FhHJ_4xBls8,https://www.youtube.com/watch?v=FhHJ_4xBls8
FmlSmVW95B4,https://www.youtube.com/watch?v=FmlSmVW95B4
FrpXedycmZs,https://www.youtube.com/watch?v=FrpXedycmZs
FvH5D8WLaJQ,https://www.youtube.com/watch?v=FvH5D8WLaJQ
FyLYcCMfztI,https://www.youtube.com/watch?v=FyLYcCMfztI
Fz2wlDBKVN0,https://www.youtube.com/watch?v=Fz2wlDBKVN0
G7h-RvW_0vI,https://www.youtube.com/watch?v=G7h-RvW_0vI
G8nGeezXZZo,https://www.youtube.com/watch?v=G8nGeezXZZo
GALbyJ5keaU,https://www.youtube.com/watch?v=GALbyJ5keaU
GBn5zm64HRs,https://www.youtube.com/watch?v=GBn5zm64HRs
GKxlew9XJ9w,https://www.youtube.com/watch?v=GKxlew9XJ9w
GNJPBUCVEmY,https://www.youtube.com/watch?v=GNJPBUCVEmY
GYSOXjxRdfA,https://www.youtube.com/watch?v=GYSOXjxRdfA
GdGHAutf_0s,https://www.youtube.com/watch?v=GdGHAutf_0s
GoEvamYt1AM,https://www.youtube.com/watch?v=GoEvamYt1AM
Gp0T2cs-HtE,https://www.youtube.com/watch?v=Gp0T2cs-HtE
GuDRKOslFr4,https://www.youtube.com/watch?v=GuDRKOslFr4
GyENBsBKqMU,https://www.youtube.com/watch?v=GyENBsBKqMU
H0WfIG4T_SQ,https://www.youtube.com/watch?v=H0WfIG4T_SQ
H89qr7u5Vks,https://www.youtube.com/watch?v=H89qr7u5Vks
HBRgcpfOLxA,https://www.youtube.com/watch?v=HBRgcpfOLxA
HCloKzz8vDs,https://www.youtube.com/watch?v=HCloKzz8vDs
HFCtNKRXf7E,https://www.youtube.com/watch?v=HFCtNKRXf7E
HJVCa_Yw7co,https://www.youtube.com/watch?v=HJVCa_Yw7co
HNGw4Xhs3Sw,https://www.youtube.com/watch?v=HNGw4Xhs3Sw
HPLgIcZZdx4,https://www.youtube.com/watch?v=HPLgIcZZdx4
HZ2AT8M48ss,https://www.youtube.com/watch?v=HZ2AT8M48ss
Ha1p9ZTb2xA,https://www.youtube.com/watch?v=Ha1p9ZTb2xA
HbCkswCCdv0,https://www.youtube.com/watch?v=HbCkswCCdv0
Hd8FOJ3CeRA,https://www.youtube.com/watch?v=Hd8FOJ3CeRA
HlsuJqsC4W0,https://www.youtube.com/watch?v=HlsuJqsC4W0
HmmBMAih_o8,https://www.youtube.com/watch?v=HmmBMAih_o8
HnoK5ydKkHI,https://www.youtube.com/watch?v=HnoK5ydKkHI
HzRnnG_fGIk,https://www.youtube.com/watch?v=HzRnnG_fGIk
I0SVPT-Zxv8,https://www.youtube.com/watch?v=I0SVPT-Zxv8
I1zFxRTNdhU,https://www.youtube.com/watch?v=I1zFxRTNdhU
I48j1uXnE8U,https://www.youtube.com/watch?v=I48j1uXnE8U
IKOHhmolIW0,https://www.youtube.com/watch?v=IKOHhmolIW0
IKeUBaHFX9k,https://www.youtube.com/watch?v=IKeUBaHFX9k
INvAsKFcOJ0,https://www.youtube.com/watch?v=INvAsKFcOJ0
IUPL9OWuiMU,https://www.youtube.com/watch?v=IUPL9OWuiMU
IXlGL6i5Prg,https://www.youtube.com/watch?v=IXlGL6i5Prg
Iip4kuUeK3A,https://www.youtube.com/watch?v=Iip4kuUeK3A
IkTUH523pVY,https://www.youtube.com/watch?v=IkTUH523pVY
IkeGGatVPGw,https://www.youtube.com/watch?v=IkeGGatVPGw
IlyHV0zOIlM,https://www.youtube.com/watch?v=IlyHV0zOIlM
IwVxONoGpz0,https://www.youtube.com/watch?v=IwVxONoGpz0
J-Xe24bpAfI,https://www.youtube.com/watch?v=J-Xe24bpAfI
J3g_vF2gMpM,https://www.youtube.com/watch?v=J3g_vF2gMpM
JGbS-q28TXU,https://www.youtube.com/watch?v=JGbS-q28TXU
JIuHlFm7aZg,https://www.youtube.com/watch?v=JIuHlFm7aZg
JQJoT7krUV4,https://www.youtube.com/watch?v=JQJoT7krUV4
JRVLGXa5siI,https://www.youtube.com/watch?v=JRVLGXa5siI
JbXewLyftgk,https://www.youtube.com/watch?v=JbXewLyftgk
JpHe0WaQL_k,https://www.youtube.com/watch?v=JpHe0WaQL_k
JpZybVPjUAk,https://www.youtube.com/watch?v=JpZybVPjUAk
JvEzIWAYPAY,https://www.youtube.com/watch?v=JvEzIWAYPAY
JvtlbZDz2N8,https://www.youtube.com/watch?v=JvtlbZDz2N8
JxB-IrprvM0,https://www.youtube.com/watch?v=JxB-IrprvM0
K5rzvmU0khs,https://www.youtube.com/watch?v=K5rzvmU0khs
K6DZsWx0wt0,https://www.youtube.com/watch?v=K6DZsWx0wt0
K7eHX8c-ojA,https://www.youtube.com/watch?v=K7eHX8c-ojA
K8xOnr57TSE,https://www.youtube.com/watch?v=K8xOnr57TSE
KJXDJFIb6oI,https://www.youtube.com/watch?v=KJXDJFIb6oI
